personLabel	birthDate	startDate	groupBirthPlaceLabel	groupGenreLabels	groupLabelLabels
Andrew Brel	1960-09-28	1979	Johannesburg	Meditation|New-age music|Wellness (alternative medicine)	
Geno Washington		1966		Blues|Rhythm and Blues	DJM Records|Marble Arch Records|Piccadilly Records|Pye Records
Lee So-ra (singer)	1969-12-29			Modern rock|Soft rock	
Pedro Vilarroig	1954-11-08		Madrid	Classical music	
Abdel-Majed Abdel Bary	1990-07-18				
Matty Lewis	1975-05-08	1998	Papillion, Nebraska	Pop punk|Punk rock	ICON|SPV GmbH|Sony Music Japan
Gunter Hampel	1937-08-31			Jazz	
Baby Tate	1916-01-28	1929	Elberton, Georgia	Country blues|Piedmont blues	Kapp Records|Prestige Records|Trix Records
John Rostill	1942-06-16	1962	Birmingham	Rock and roll	Columbia Records
Maxi Priest	1961-06-10	1982		Lovers rock|Reggae|Reggae fusion	Atlantic Records|Charisma Records|VP Records|Virgin Records
Gary Burger	1942-06-07	1964		Garage rock|Krautrock|Protopunk	Polydor Records
Billy Nicholls	1949-02-15	1960		Baroque pop|Pop rock|Psychedelic rock|Soft rock	Immediate Records
Ron Thompson (blues guitarist)	1953-07-05	1970	Oakland, California	Blues rock|Electric blues	Blind Pig Records
Simon Dominic	1984-03-09	2007	Busan	Hip hop music	AOMG|Amoeba Culture
Al Lewis (singer-songwriter)		2007		Folk music|Pop music|Welsh music	Sain
Chucky Thompson		1991		Hip hop music|R&B	Bad Boy Entertainment
Max Sedgley		2004		Electronica|Funk	Sunday Best (music company)
Pravin Mani		2000	Chennai	Film score	
Monica Avanesyan	1998-10-18	2013	Yerevan	Bubblegum pop|Electropop|Europop|Pop music|Teen pop	
Shams (singer)	1980-04-28	2000	Hafar Al-Batin	Arabic pop music|Khaliji (music)	Rotana Records
Kim English		1994	Chicago	Electronica|Gospel music|House music|Soul music	Nervous Records (US)
Jan-Chris de Koeijer	1966-10-20	1989		Death metal	
Khrystyna Soloviy	1993-01-17		Drohobych	Folk music	
Dilshad Khan	1945-05-19	1959		Khyal|Thumri	
Geoffrey Tozer	1954-11-05	1962		Classical music	Chandos Records
Im Tae-kyung	1973-07-04	2001	Seoul	Crossover (music)|Musical theatre	
Cornell Gunter	1936-11-14		Coffeyville, Kansas		
Jon Sortland	1973-09-12	1989	Vancouver, Washington	Punk rock|Rock music	Columbia Records|Wedge Records
Stephen Johns (music producer)				Classical music	
Tara McDonald	1987-09-09	1998		House music	Mercury Records|Universal Music Group
Wafia	1993-08-04			Contemporary R&B|Electronica	Future Classic
Juan Habichuela			Granada	Flamenco	
Milind Ingle			Pen, India	Bollywood	
Venera Lumani	1991-06-16	2012		Jazz music|Pop music|R&B music|Soul music	
Chiquito de la Calzada	1932-10-24				
K. C. Douglas	1913-11-21	1940		Blues	
Linda Vogt	1922-09-28	1940	Melbourne	Classical music|Jazz flute	
Maarten van Roozendaal	1962-05-03				
Antony Santos	1967-05-05	1989		Bachata (music)	
Sigurd Wongraven	1975-11-28			Ambient music|Black metal|Folk metal	
Eric Helgar	1910-02-08	1933	Regensburg		
François Pérusse	1960-10-08		Quebec City		Zéro Musique
Nikola Sarić (singer)	1989-02-21	2008		Pop rock	Universal Music Group
Tabitha Nauser	1992-02-23	2009		Dance-pop|R&B|Soul music	Independent record label
Sean Michel	1979-08-21				
Morten Lund (musician)		1987		Jazz	ECM (record label)|Stunt Records
Sebastian Bodinus					
Fred K. Huffer	1879-01-01				
Bryana Salaz	1997-08-25	2010	Orlando, Florida	Pop music	
Lee Townsend	1958-02-06	1983			
Patrick Williams (composer)	1939-04-23	1960	Bonne Terre, Missouri	Big band|Easy listening|Film score	
Lew Nottke				Grunge|Hard rock|Heavy metal music|Punk rock|Rock music	
Joseph Genaro	1962-10-15	1983		Indie rock|Punk rock	Chunksaah Records|Enigma Records|Hollywood Records|Restless Records
Sabrina Carpenter	1999-05-11	2011			
Anastasiya Petryk	2002-05-04	2008	Odessa	Pop music	
Lou Briel	1962-10-19	1979		Pop music	
Lou Jing		2009		Pop music	
Noztra	1982-10-20	2005		Electropop|Latin hip hop|Reggaeton	Machete Music
Sharon Gannon	1951-07-04	1970		Electronic music|Experimental music|Hip hop music|New-age music|World music	
Dave Golding					
Aika Hirota	1999-01-31			J-pop	Defstar Records
Jenifer (singer)	1982-11-15	2001			
Garry Sandhu		2010		Bhangra (music)	
Wayne Baker Brooks	1970-04-30	1990	Chicago	Blues rock|Chicago blues|Electric blues	
Sir Lancelot (singer)	1902-03-24	1940		Calypso music	
Dallas Friday	1986-09-06	2000	Orlando, Florida		
Alexey Vorobyov	1988-01-19		Tula, Russia	Pop music	Universal Music
Sophie Zelmani	1972-02-12	1995		Adult album alternative|Folk music	
R. K. Bijapure	1917-01-07	1938		Indian classical music	
Sebastian Blanck	1976-07-18		New York City		
Andrew Pendlebury		1975		Country music|Post-punk|R&B|Southern gospel	
Charmaine Clamor				Jazz|Music of the Philippines	
Blake Morgan		1996	Manhattan	Alternative rock|Indie rock	ECR Music Group
Patricia Welch	1954-09-20		Steubenville, Ohio		
Victor Borge (bassist)	1965-12-18	1995		Hard rock	
Hans Helfritz			Chemnitz		
Edda Dell'Orso	1935-02-16				
Joakim Thåström	1957-03-20	1977		Hard rock|Industrial music|Punk rock	
Daniel Zueras	1980-11-13	2006	Zaragoza		Universal Records
Cheyenne Marie Mize				Folk rock|Singer-Songwriter	SonaBLAST! Records
Max Sharam		1990	Benalla	Chamber Pop	Warner Music
Johannes von Trapp	1939-01-17		Philadelphia		
Le'Andria Johnson	1983-01-23	2010	Palatka, Florida	Contemporary Christian music|Gospel music	Music World Entertainment|RCA Inspiration
Mfaz'Omnyama					
Conor J Curran		1998	Cork (city)	Ambient music|Drone music|Glitch music|Microsound	
Jota (singer)	1994-02-15		Busan		
Jang Dongwoo	1990-11-22		Guri		
Beto Cuevas	1967-09-12	1987		Alternative rock|Pop rock	Warner Bros. Records
Kong Ling				Cha-cha-cha (music)|Jazz|Pop music|Rock and roll	Diamond Records (Hong Kong)
Kelly Joe Phelps	1959-10-05		Sumner, Washington	Americana music|Blues|Folk music|Gospel music	Rounder Records|Rykodisc Records
Bernard Fowler	1959-01-02	1974		Blues|Blues rock|Country rock|Funk|Gospel music|Reggae|Rhythm and blues|Rock and roll|Rock music	Atlantic Records|Rolling Stones Records|Sony Music Entertainment
Bob McQuillen	1923-06-27	1940		Folk music	
Jamie McMann	1976-07-20	2002			Fat Wreck Chords
Lennie Moore	1961-12-12	1988		Multi-media	
Arnaldo Baptista	1948-07-06	1966		Experimental music|Progressive rock|Psychedelic rock|Tropicália	
Neal Morse	1960-08-02	1980		Christian rock|Progressive metal|Progressive rock	
Tehn Diamond	1985-01-17	2006		Hip hop music	
Mikey Wax				Acoustic music|Indie music|Pop/Rock	
Meenal Jain	1985-06-14		Indore|Mumbai		
Bessie Jones	1902-02-08		Smithville, Georgia	Folk music|Gospel	
Jackson Harris		2010	New York City	Pop music|Teen pop	
Jeff Danna		1989	Burlington, Ontario		
Radhi-O		1992		Alternative rock|Independent music|Progressive rock	
Bruce Woodley	1942-07-25	1959	Melbourne	Jazz|Pop-folk	
Renee Rosnes	1962-03-24	1985	Regina, Saskatchewan	Jazz	Blue Note Records
David Sarser					
Gerard Salonga	1973-10-11	1982	Manila		
Michael Starke (composer)					
Boby Lapointe	1922-04-16				
D-Mark	1984-07-07	1999	Sabadell	Trance music	
Brandon Friesen			Minneapolis		
Naím Thomas	1980-10-16	2001	Santa Cruz de Tenerife	Funk music|Pop music	
Feridun Düzağaç	1968-10-10	1988	Adana	Rock music	
Preta Gil	1974-08-08	2003		Música popular brasileira|Pop music	Universal Music
Sammus	1986-03-20	2010		Hip hop music|Nerdcore	Don Giovanni Records
Jaron Marquis	1983-07-08	2007		Hip hop music	
Frank Emilio Flynn	1921-04-13	1934	Havana	Afro-Cuban jazz|Contradanza|Danzón|Descarga|Filin (music)	Areito (record label)|Blue Note|Panart|RCA Records
Babbal Rai	1985-03-03	2008	Samrala		
Nicola Sabatino					
Gerardo Matos Rodríguez	1897-03-28	1917	Montevideo		
Leyla Pınar			Istanbul	Baroque (music)	
Kira Isabella	1993-09-18	2011	Ottawa	Country music	Sony Music Canada
Ann Callaway	1949-10-28				
Jamie Anderson (musician)			Tucson, Arizona		
Jenny Wilson (singer)	1975-10-20				
Alex Feather Akimov	1986-05-28	2004		Instrumental rock|Jazz fusion|Pop rock	Bungalo Records|Universal Music Group
Mark Volman	1947-04-19	1967	Los Angeles	Alternative rock|Experimental rock|Rhythm and blues|Rock and roll	Columbia Records|Warner Bros. Records
Malcolm Mooney					
Christine Charbonneau	1943-10-18	1963	Montreal		Distribution Select|Polydor Records
Zhu (musician)		2014	San Francisco	Electronic music|House music	Columbia Records
Johnny Carver	1940-11-24	1959		Country music	ABC Records|Dot Records|Epic Records|Imperial Records|Monument Records|United Artists Records
Glenn Turner	1947-05-26		Dunedin		
Hafeez Ahmed Khan					
Bob Baldwin (musician)	1960-12-09	1989	Mount Vernon, New York	Jazz|Urban contemporary	Atlantic Jazz|Malaco Records|Narada Productions|Peak Records|Shanachie Records
Kylian Mash	1983-02-14	2008		Electro (music)	Columbia Records|Megaliner|Sony BMG|Time Records|Ultra Records
Kate Fenner		1985		Folk rock	
Derek Bell (musician)	1935-10-21	1947		Celtic music	
Levi Kreis	1981-11-04	2005		Gospel music|Pop music|Rock music	
Barbara Popović	2000-09-16		Skopje	Pop music	
John Lurie	1952-12-14	1978	Minneapolis		
Tim Fain		1999			Naxos Records
Jessie J	1988-03-27	2005			
Crystal Aikin	1974-09-21		Tacoma, Washington	Contemporary Christian music|Gospel music	Verity Gospel Music Group
Tula Small	1984-10-29	2005	Gold Coast, Queensland		
Adam Powers	1975-05-22	1998		Dance music|Pop music	
Shirley Gunter	1934-09-29	1953	Coffeyville, Kansas	Gospel music|R&B	Flair Records|Modern Records|Tangerine Records (1963)
Custom (musician)		1997		Alternative hip hop|Alternative metal|Alternative rock|Industrial rock|Punk rock|Trip hop	
Steve Zing	1964-06-29				
Greg Anderson (guitarist)		1980	Seattle	Doom metal|Drone doom|Experimental music|Stoner metal	Southern Lord Records
Mel Tormé	1925-09-13	1929	Chicago	Jazz	Bethlehem Records|Capitol Records|Concord Records|Decca Records|Musicraft
Andie Rathbone	1969-09-08	1996	Chester	Alternative rock|Britpop|Indie rock|Progressive rock	Parlophone
Turley Richards		1959		Disco music|Folk music|Funk|Rhythm & Blues|Rock music	20th Century Fox|Atlantic Records|Columbia Records|Epic Records|Fraternity Records|MGM Records|Warner Bros. Records
Miko Marks		2005		Country music	
Klaus Harmony	1941-01-21			Disco|Europop|Funk|Lounge music|Pastiche|Porn groove	
Chelsea Wolfe	1983-11-14	2009	Roseville, California		
Black Ace	1905-12-21	1920	Hughes Springs, Texas	Country blues|Texas blues	Arhoolie Records|Decca Records
Glen Moffatt	1971-01-20	1992		Country music	
Duke Bojadziev	1972-09-24	2001	Skopje	Film score|Lounge music|World music	
Harvie June Van	1940-03-02	1956			
Eda-Ines Etti	1981-05-26	2000		Traditional pop	
Jimmy Fortune	1955-03-11	1982	Williamsburg, Virginia	Country music	Audium Entertainment
Mikko Herranen	1976-04-09	1997		Hard rock|Heavy metal music	
Émile Desportes					
Chris Matthews (musician)		1983			
Avishai Cohen (trumpeter)			Tel Aviv	Bebop|Jazz|Post-bop	Fresh Sound Records
Kudsi Erguner	1952-02-04		Diyarbakır	Mevlevi Order	
Matt White (musician)	1980-09-23	2006	Englewood, New Jersey	Pop music|Rock music	Geffen Records|Interscope|Rykodisc
DJ Green Lantern	1975-07-08		Rochester, New York	Hip hop music	
Kaci Brown	1988-07-07	2005	Sulphur Springs, Texas|Zeeland, Michigan	Pop music|R&B	Interscope Records
Giacomo Scinardo	1983-12-27		Catania	Classical music	
Angelo Moore	1965-11-05	1979	Los Angeles	Alternative rock|Funk metal|Ska punk|Spoken word	Columbia Records|Hollywood Records|Rowdy Records
Graham Davidge					
George Fuller Golden				Vaudeville	
Taylor Mitchell	1990-08-27	2006	Toronto	Canadian country music|Folk music	
Tara Jane O'Neil	1972-11-22	1992			K Records|Kranky Records|Quarterstick Records
Terry Waldo	1944-11-26	1963	Ironton, Ohio	Jazz|Ragtime	Delmark Records|Metronome Records|Musical Heritage Society|Stomp Off Records
Estienne du Tertre					
Gavin Shoesmith		1994		Australian folk music	
Mawnia Al-Kuwaitia	1981-07-31	2006		Pop music	
Christa Collins	1979-07-04	1990		Alternative rock|Garage rock|Rock and roll	
Simon Britton		1980		Hip hop music|R&B|Synthpop	
DJ Fakts One		1998		East Coast Hip Hop|Hip hop music|Instrumental Hip Hop	Definitive Jux|Nature Sounds
Aimi Kobayashi	1995-09-23		Ube, Yamaguchi	Classical music	Warner Music Japan
Lou Gold					
Justin Mortelliti	1980-08-30		Philadelphia		
Wamanrao Sadolikar	1907-09-16	1920	Kolhapur	Bhajans|Khayal|Thumris	
Sway Calloway	1970-07-23	1990	Oakland, California		
Pop Levi	1977-09-22			Avant-garde|Hip hop music|Industrial music|Pop music|R&B|Rock music	Neon Gold Records|Ninja Tune
Anna Maria Jopek	1970-12-14				
Bobby Birdman					
Tony Croatto	1940-03-02				
Vandemataram Srinivas	1966-01-06	1985	Khammam	Film score	
Joe Hisaishi	1950-12-06	1974	Nagano, Nagano|Nakano, Nagano	Classical (music)|Film score|Romantic era	
Kirsty Crawford	1983-11-25	2003		Pop rock	
Dilipkumar Roy	1897-01-22		Krishnanagar, Nadia		
Jack Dangers	1965-11-15	1980		Alternative dance|Big beat|Dub music|Dubstep|Electronica|Trip hop	
Martin Lopez	1978-05-20	1995		Death metal|Progressive death metal|Progressive metal|Progressive rock	
Paul McGuigan (musician)	1971-05-09	1991		Alternative rock|Britpop|Rock music	
Bondan Prakoso	1984-05-08	1988		Alternative rock|Hip hop music|Keroncong|Nu metal|Rap rock|Rock music	Sony Music Entertainment
Prakash Shrestha	1957-12-02	1973	Birgunj	Country rock	
Javiera Mena	1983-06-03	2001		Electropop|Indie pop|Indietronica|Pop Music|Synthpop	
Atanas Kolev (rapper)	1996-12-21	2013	Varna	Contemporary R&B	
Fred Ebb	1928-04-08	1956	Manhattan|New York City	Film|Musical theatre|Television	
Tim Scott (guitarist)	1971-09-21	2003		Dance music|Experimental music|Funk|Fusion (music)|Instrumental|Jazz	Acer Records
Richard Maltby, Sr.	1914-06-26	1930	Chicago	Big band|Swing music	
T2 (producer)		2007		Bassline (dance music)	
Josef Sedloň	1969-12-06		Prague	Alternative rock|Ambient music|Electronica	
Mark Lockheart	1961-03-31	1980		Jazz	Edition Records|Harmonia Mundi
Liz Mitchell	1952-07-12	1970		Dance music|Reggae|Soul music	Dureco|Hansa Records|Mega Records|Sony-BMG
MC Kash	1990-05-05	2009	Srinagar	Hip hop music|Rap	
Shuler Hensley	1967-03-06		Atlanta		
Stuart Epps		1967		Blues rock|Hard rock|Pop music|Progressive rock	
Federico Ughi	1972-10-11	1991	Rome	Free Improvisation|Hardcore punk	
Sun-sun (singer)				Taiwanese pop	
Marka (singer)	1961-05-27				
Lyrik					
Tramaine Hawkins	1951-10-11	1968	San Francisco	Christian music|Urban contemporary gospel	A&M Records|Capitol Records|Columbia Records|EMI Gospel|GospoCentric Records|Light Records|Sparrow Records
Alfred Hector Roland					
Chronik	1981-05-03	2004		Grime (music)	
Maestro Reverendo		1970	Madrid	Pop music|Rock and roll	
Barbra Lica		2009		Jazz|Singer-songwriter	
Roger Greenawalt		1978	Berlin	Acoustic Rock|Dance music|Electronica|Pop (music)|Reggae|Rock music|Sound Design	
Paul Banks (singer)	1978-05-03	1997		Art pop|Hip hop music|Indie rock|Post-punk revival	Capitol Records|EMI|Matador Records|Warner Bros. Records
Mich Dulce	1981-05-08		Quezon City	Indie pop|Riotgrrl	
Rosemary Sharp		1987		Country music	
Ani Choying Drolma	1971-06-04	1994	Kathmandu	Buddhist chant|Buddhist music	Hannibal Records|Rykodisc Records|Six Degrees Records
Stan Barker	1926-05-24			Jazz	
Mississippi John Hurt	1892-03-08	1928		Country blues|Delta blues|Folk music|Piedmont blues	Okeh Records|Vanguard Records
Al B. Romano	1965-04-23		Yonkers, New York	Hard rock|Heavy metal music|Nu metal|Thrash metal	
Miryo	1981-11-02		Seoul		
Mac Gollehon					
Johnny Varro			Brooklyn	Jazz	
Drake Levin	1946-08-17		Chicago		
Marty O'Brien		1998	Pawtucket, Rhode Island		
Free the Robots		2003		Instrumental hip hop|Nu-jazz|Trip hop	Alpha Pup Records
Mahvash Waqar		2006		Pop music|Sufi Rock	Fire Records (Pakistan)
Paul Stookey	1937-12-30	1950		Folk Music	
Syron		2012		2-step garage|Dance music|Hip house|UK funky	
Ryoha Kitagawa	1998-10-09	2013		J-pop	
Bill Staines	1947-02-06	1960	Medford, Massachusetts	Folk music	Red House Records|Rounder Records
Dana Hamilton	1950-11-17				
Eric Hutchinson	1980-09-08	2003		Folk music|Pop music|Power pop|Rock music	Kobalt Label Services|Warner Bros. Records
Wade Frugé	1916-08-27		Eunice, Louisiana	Cajun music	Arhoolie Records
Maggie Rose		2009		Country music	Stroudavarious Records|Universal Republic
D-Black	1987-01-12	2009	Accra	Afrobeats|Hip hop music|Hiplife	
Adalet Shukurov	1966-04-22		Sumqayit		
Charles Tyler (musician)	1941-07-20		Cadiz, Kentucky	Free jazz|Jazz	Adelphi Records|ESP-Disk|Nessa Records|Silkheart Records|Sonet Records|Storyville Records
Gary Kemp	1959-10-16	1979			
Arturo G. Álvarez		1991		Hip hop music|Pop music|Rock music	Sony Music Entertainment|Universal Records
Nadeem Abbas	1988-01-28	2012		Filmi|Ghazal|Pakistani classical music	
George McCrae	1944-10-19	1974	West Palm Beach, Florida	Disco|Soul music	President Records|RCA Records|TK Records
Nahim Marun		30		Contemporary music	
Bernardino Borlasca					
Michel Petrucciani	1962-12-28	1975		Jazz	
Tinkara Kovač	1978-09-03	1997	Koper	Pop music|Rock music	
Daniel O'Donnell	1961-12-12	1980		Country music|Easy listening	
Raymond van het Groenewoud	1950-02-14				
Marilyn Moore	1931-06-16			Jazz	Bethlehem Records
Michael Bradford					
Annar Follesø	1972-12-29			Baroque music	
Stuart Chatwood	1969-10-22	1993		Art rock|Blues|Gothic rock|Hard rock|Industrial music|New wave music|Pop music|Post-punk|Rock music|World music	EMI|Ubisoft
Rhys Tolhurst	1994-06-14	2012	Gold Coast, Queensland	Contemporary|Pop Music|Pop music	Unsigned artist
Korede Bello	1996-02-29	2009	Lagos	Hip hop music|Pop music|Rhythm and blues	Mavin Records
Steve Walwyn	1956-06-08	1978			
Eric van Aro		1983		Jazz	
Misato Watanabe	1966-07-12	1985	Seika, Kyoto	Japanese pop	Sony Music Entertainment Japan
William Clark Green	1986-05-19	2008		Country music	
Hiroki Kikuta	1962-08-29	1991		Fusion (music)	
Pietro Antonio Fiocco			Venice		
Boo Boo Davis	1943-11-04	1950		Electric blues	
Rebecca Ferguson (singer)	1986-07-21	2010	Liverpool	Blues|Contemporary R&B|Jazz|Pop music|Soul music	Columbia Records|Epic Records|RCA Records|Syco Music
Jerry Finn	1969-03-31	1992			
Rafael Hernández Marín	1892-10-24		Aguadilla, Puerto Rico	Music of Puerto Rico	
Luka Juhart	1982-09-19	2005			
Iñaki Antón	1964-08-03	1989		Blues rock|Hard rock|Rock and roll	Dro Records
Sun Park	1981-01-03	2006			
Park Jae-jung (singer)	1995-12-25	2013	Seoul	Contemporary R&B|K-pop	Mystic Entertainment
José Galisteo	1977-02-24	2006	Barcelona	Dance-pop|Pop music	
Hugo Alpen	1842-10-26	1862			
Sam Most	1930-12-16	1948	Atlantic City, New Jersey	Jazz	
Jeremy Adelman (composer)	1973-07-07	1989		Alternative rock|Dance Music|Electronic music|Indie rock|Jazz|Pop Music	
James Bowman (musician)	1980-05-14	1990		Folk Punk|Punk rock	Fat Wreck Chords|No Idea Records|Sire Records
Ann Cole	1934-01-29	1949	Newark, New Jersey	Gospel music|Rhythm and blues|Soul music	Apollo Records (1944)|Baton Records|MGM Records|Roulette Records
Alyce Rogers					
Joey Albert					
Anthony Christmas		2000		Pop music|Rock music	
Dom Capuano	1975-04-21	1993	Turin	Electro (music)|Electronic dance music|Film score|Pop Music|Video game music	Cleopatra Records|Dom Capuano Music|EMI|Epic Records|Republic Records|Sony Music|Universal Music|Warner Music
John Alphonsus Murphy			New York City		
C Lanzbom		1991			
Gombloh	1948-07-14			Pop music	
Mose Allison	1927-11-11	1956		Blues|Jazz|Jazz blues	
Erline Harris	1914-04-05	1939	Thornton, Arkansas	Blues|Rhythm and blues	Chess Records|DeLuxe Records
